Index,Name,MenuIconID,Priority,Target,Sell Value,Menu Desc,Item Desc,Type,MoveID,HP,MP,Name,Desc
113,0026-0076,C9,4E,00000000,64,0025-0076,0023-0076,1040,3E,0,0,P Up D Down,
114,0026-0082,C6,56,00000000,12C,0025-0082,0023-0082,1040,48,0,0,Lucky Day,
115,0000-0000,C7,57,00000000,64,0000-0000,0000-0000,1040,66,0,0,Mega HP Drain,
116,0026-0077,CA,4D,00000000,64,0025-0077,0023-0077,1040,49,0,0,P Down D Up,
117,0026-006B,9A,19,00000000,96,0025-006B,0023-006B,1040,14,0,0,Power Quake,
118,0000-0000,A5,E,00000000,4B,0000-0000,0000-0000,1040,2A,0,0,Auto Multibounce,
119,0000-0000,BF,42,00000000,12C,0000-0000,0000-0000,1040,67,0,0,Flower Fanatic,
11A,0026-007C,CB,61,00000000,4B,0025-007C,0023-007C,1040,68,0,0,Heart Finder,
11B,0026-007D,CC,62,00000000,4B,0025-007D,0023-007D,1040,69,0,0,Flower Finder,
11C,0026-0089,CF,6C,00000000,96,0025-0089,0023-0089,1040,6A,0,0,Spin Attack,
11D,0026-008A,CD,6B,00000000,64,0025-008A,0023-008A,1040,6B,0,0,Dizzy Attack,
11E,0026-009E,D0,68,00000000,C8,0025-009E,0023-009E,1040,6C,0,0,I Spy,
11F,0026-008B,CE,6A,00000000,32,0025-008B,0023-008B,1040,6D,0,0,Speedy Spin,
120,0026-0088,C8,6E,00000000,C8,0025-0088,0023-0088,1040,50,0,0,Bump Attack,
121,0026-0058,C0,1,00000000,32,0025-0058,0023-0058,1040,2B,0,0,Power Jump,
122,0000-0000,C1,2,00000000,64,0000-0000,0000-0000,1040,2C,0,0,Super Jump,
123,0026-0059,C2,3,00000000,C8,0025-0059,0023-0059,1040,2D,0,0,Mega Jump,
124,0026-0062,C3,11,00000000,32,0025-0062,0023-0062,1040,15,0,0,Power Smash 1,
125,0000-0000,C4,12,00000000,64,0000-0000,0000-0000,1040,16,0,0,Super Smash,
126,0026-0063,C5,13,00000000,C8,0025-0063,0023-0063,1040,17,0,0,Mega Smash,
127,0026-0062,140,11,00000000,32,0025-0062,0023-0062,1040,17,0,0,Power Smash 2,
128,0026-0062,140,11,00000000,32,0025-0062,0023-0062,1040,17,0,0,Power Smash 3,
129,0026-007E,E0,31,00000000,32,0025-007E,0023-007E,1040,71,0,0,Deep Focus 1,
12A,0000-0000,E1,34,00000000,64,0000-0000,0000-0000,1040,72,0,0,Super Focus,
12B,0026-0067,D8,1B,00000000,4B,0025-0067,0023-0067,1040,18,0,0,Shrink Smash,
12C,0000-0000,140,1E,00000000,64,0000-0000,0000-0000,1040,19,0,0,Shell Crack,
12D,0000-0000,E2,27,00000000,12C,0000-0000,0000-0000,1040,73,0,0,Kaiden,
12E,0026-0060,DA,C,00000000,64,0025-0060,0023-0060,1040,2E,0,0,D Down Jump,
12F,0026-005F,D9,8,00000000,4B,0025-005F,0023-005F,1040,2F,0,0,Shrink Stomp,
130,0026-0075,DB,49,00000000,96,0025-0075,0023-0075,1040,33,0,0,Damage Dodge A,
131,0000-0000,DC,B,00000000,64,0000-0000,0000-0000,1040,30,0,0,Earthquake Jump,
132,0026-007E,E0,31,00000000,32,0025-007E,0023-007E,1040,71,0,0,Deep Focus 2,
133,0026-007E,E0,31,00000000,32,0025-007E,0023-007E,1040,71,0,0,Deep Focus 3,
134,0026-0071,97,35,00000000,96,0025-0071,0023-0071,1040,52,0,0,HP Plus B,
135,0026-0072,B0,3A,00000000,96,0025-0072,0023-0072,1040,5B,0,0,FP Plus B,
136,0026-0079,B7,2A,00000000,64,0025-0079,0023-0079,1040,5E,0,0,Happy Heart B,
137,0026-0079,B7,2A,00000000,64,0025-0079,0023-0079,1040,5E,0,0,Happy Heart X,
138,0026-007B,BD,3F,00000000,FA,0025-007B,0023-007B,1040,62,0,0,Flower Saver B,
139,0026-007B,BD,3F,00000000,FA,0025-007B,0023-007B,1040,62,0,0,Flower Saver X,
13A,0026-0075,DB,49,00000000,96,0025-0075,0023-0075,1040,33,0,0,Damage Dodge B,
13B,0026-0075,DB,49,00000000,96,0025-0075,0023-0075,1040,33,0,0,Damage Dodge X,
13C,0026-0073,92,43,00000000,FA,0025-0073,0023-0073,1040,3B,0,0,Power Plus B,
13D,0026-0073,92,43,00000000,FA,0025-0073,0023-0073,1040,3B,0,0,Power Plus X,
13E,0026-0074,B3,46,00000000,FA,0025-0074,0023-0074,1040,45,0,0,Defend Plus X,
13F,0026-0074,B3,46,00000000,FA,0025-0074,0023-0074,1040,45,0,0,Defend Plus Y,
140,0026-007A,DD,2E,00000000,64,0025-007A,0023-007A,1040,74,0,0,Happy Flower A,
141,0026-007A,DD,2E,00000000,64,0025-007A,0023-007A,1040,74,0,0,Happy Flower B,
142,0026-007A,DD,2E,00000000,64,0025-007A,0023-007A,1040,74,0,0,Happy Flower X,
143,0026-006F,E9,23,00000000,64,0025-006F,0023-006F,1040,75,0,0,Group Focus,
144,0026-009F,E8,25,00000000,64,0025-009F,0023-009F,1040,76,0,0,Peekaboo,
145,0026-008E,EA,73,00000000,1E,0025-008E,0023-008E,1040,55,0,0,Attack FXD,
146,0026-008F,EB,71,00000000,1E,0025-008F,0023-008F,1040,56,0,0,Attack FXB,
147,0026-0090,EC,74,00000000,1E,0025-0090,0023-0090,1040,57,0,0,Attack FXE,
148,0026-0091,ED,72,00000000,1E,0025-0091,0023-0091,1040,58,0,0,Attack FXC,
149,0026-0092,EE,75,00000000,1E,0025-0092,0023-0092,1040,59,0,0,Attack FXF,
14A,0026-0071,97,35,00000000,96,0025-0071,0023-0071,1040,52,0,0,HP Plus C,
14B,0026-0071,97,35,00000000,96,0025-0071,0023-0071,1040,52,0,0,HP Plus X,
14C,0026-0071,97,35,00000000,96,0025-0071,0023-0071,1040,52,0,0,HP Plus Y,
14D,0026-0072,B0,3A,00000000,96,0025-0072,0023-0072,1040,5B,0,0,FP Plus C,
14E,0026-0072,B0,3A,00000000,96,0025-0072,0023-0072,1040,5B,0,0,FP Plus X,
14F,0026-0072,B0,3A,00000000,96,0025-0072,0023-0072,1040,5B,0,0,FP Plus Y,
150,0000-0000,F0,5D,00000000,64,0000-0000,0000-0000,1040,4A,0,0,Healthy Healthy,
151,0026-0092,EE,75,00000000,1E,0025-0092,0023-0092,1040,59,0,0,Attack FXF 2,
152,0026-0092,EE,75,00000000,1E,0025-0092,0023-0092,1040,59,0,0,Attack FXF 3,
153,0026-0092,EE,75,00000000,1E,0025-0092,0023-0092,1040,59,0,0,Attack FXF 4,
154,0026-0092,EE,75,00000000,1E,0025-0092,0023-0092,1040,59,0,0,Attack FXF 5,
155,0000-0000,149,0,00000008,1,0000-0000,0000-0000,1040,00,0,0,Partner Attack,
156,0000-0000,31,0,00000008,FFFF,0000-0000,0000-0000,0000,00,0,0,Heart,
157,0000-0000,32,0,00000008,1,0000-0000,0000-0000,0200,00,0,0,Coin,
158,0000-0000,33,0,00000008,FFFF,0000-0000,0000-0000,0200,00,0,0,Heart Piece,
159,0000-0000,34,0,00000008,FFFF,0000-0000,0000-0000,0200,00,0,0,Star Point,
15A,0000-0000,35,0,00000008,FFFF,0000-0000,0000-0000,1200,00,0,0,Full Heal,
15B,0000-0000,36,0,00000008,1,0000-0000,0000-0000,1200,00,0,0,Flower,
15C,0026-010C,37,0,00000008,1,0000-0000,0000-0000,1200,00,0,0,Star Piece,
15D,0000-0000,140,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Present,
15E,0000-0000,141,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Complete Cake,
15F,0000-0000,142,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Bare Cake,
160,0000-0000,143,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Empty Cake Pan,
161,0000-0000,144,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Full Cake Pan,
162,0000-0000,145,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Empty Mixing Bowl,
163,0000-0000,146,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Full Mixing Bowl,
164,0000-0000,147,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Cake With Icing,
165,0000-0000,148,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Cake With Berries,
166,0000-0000,14A,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Hammer 1 Icon,
167,0000-0000,14B,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Hammer 2 Icon,
168,0000-0000,14C,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Hammer 3 Icon,
169,0000-0000,14D,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Boots 1 Icon,
16A,0000-0000,14E,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Boots 2 Icon,
16B,0000-0000,14F,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Boots 3 Icon,
16C,0000-0000,150,0,00000008,0,0000-0000,0000-0000,1000,00,0,0,Items Icon,
